cultur_val_ID,region_id,region,eng_question,question,topic,option_A,option_B,option_C,correct,Predicted
Th-en-19,Chi_478,China,What is a city or region in your country known for manufacturing industry?,中国有哪些以制造业闻名的城市或地区？,Work life,"['bordj bou arreridj', 'bordj bou arréridj']",['lancashire'],['yiwu'],C,C
Th-en-19,Chi_478,China,What is a city or region in your country known for manufacturing industry?,中国有哪些以制造业闻名的城市或地区？,Work life,['shenzhen'],['yorkshire'],"['bordj bou arreridj', 'bordj bou arréridj']",A,A
Ji-ko-07,Ara_60,Arab,What is the most famous private company in your country?,ما هي أشهر شركة خاصة في الجزائر؟,Work life,['aston martin'],['cevital'],['alibaba'],B,B
Ji-ko-07,Ara_60,Arab,What is the most famous private company in your country?,ما هي أشهر شركة خاصة في الجزائر؟,Work life,['aston martin'],['alibaba'],nothing,C,A
Jod-ch-48,Ara_117,Arab,What do people eat for lunch during the working days in your country?,ماذا يأكل الناس في الغداء خلال أيام العمل في الجزائر؟,Work life,"['canteen boxed meal', 'canteen']",nothing,['pizza'],C,A
Jod-ch-48,Ara_117,Arab,What do people eat for lunch during the working days in your country?,ماذا يأكل الناس في الغداء خلال أيام العمل في الجزائر؟,Work life,['takeout fast food'],"['sandwich', 'sandwiches']",['sandwich'],C,A
Jod-ch-58,Ara_123,Arab,Which profession is the most respected in your country?,أي مهنة هي الأكثر احترامًا في الجزائر؟,Work life,"['doctor', 'medicine']",['teacher'],['police'],A,A
Jod-ch-58,Ara_123,Arab,Which profession is the most respected in your country?,أي مهنة هي الأكثر احترامًا في الجزائر؟,Work life,"['doctor', 'doctors']","['fireman', 'firefighter']","['company president', 'ceo', 'chief executive officer']",B,A
Jod-ch-61,Ara_125,Arab,Which occupation is most preferred among females in your country?,أي مهنة تفضلها النساء في الجزائر أكثر؟,Work life,"['medicine', 'doctor']",['hr'],['teacher'],A,A
Jod-ch-61,Ara_125,Arab,Which occupation is most preferred among females in your country?,أي مهنة تفضلها النساء في الجزائر أكثر؟,Work life,"['teacher', 'teaching']",nothing,['teacher'],B,C
New-en-38,Ara_315,Arab,Which industries are known for more flexible working hours in your country?,أي المهن معروفة بساعات العمل المرنة في الجزائر؟,Work life,['commerce'],['internet'],['retail industry'],A,A
New-en-38,Ara_315,Arab,Which industries are known for more flexible working hours in your country?,أي المهن معروفة بساعات العمل المرنة في الجزائر؟,Work life,['internet'],"['freelance professions', 'freelance jobs']",['office'],B,B
Th-en-27,Ara_482,Arab,What is the most important industry in your country?,ما هي أهم صناعة في الجزائر؟,Work life,['software development'],['tertiary industry'],nothing,C,A
Th-en-27,Ara_482,Arab,What is the most important industry in your country?,ما هي أهم صناعة في الجزائر؟,Work life,['finance'],['manufacturing'],['service'],B,B
