cultur_val_ID,region_id,region,eng_question,question,topic,option_A,option_B,option_C,correct,textF,Predicted
Jod-ch-54,Wes_120,Western,"How long (in days) is the marriage leave in your country? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) is the marriage leave in the UK? (Provide Arabic numerals (e.g., 12) only.)",Work life,['0'],['3'],['4'],A,"
How long (in days) is the marriage leave in your country? (Provide Arabic numerals (e.g., 12) only.)
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. 0
B. 3
C. 4

Answer: ",B
Jod-ch-58,Wes_123,Western,Which profession is the most respected in your country?,Which profession is the most respected in the UK?,Work life,"['fireman', 'firefighter']",['firefighter'],['police'],C,"
Which profession is the most respected in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. fireman and firefighter
B. firefighter
C. police

Answer: ",C
Jod-ch-58,Wes_123,Western,Which profession is the most respected in your country?,Which profession is the most respected in the UK?,Work life,['firefighter'],"['doctor', 'doctors']",nothing,B,"
Which profession is the most respected in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. firefighter
B. doctor and doctors
C. nothing

Answer: ",C
Ki-pe-32,Wes_130,Western,What food do the hosts usually prepare for the guests in your country?,What food do the hosts usually prepare for the guests in the UK?,Food,['buffet'],['rice'],['traditional dishes'],A,"
What food do the hosts usually prepare for the guests in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. buffet
B. rice
C. traditional dishes

Answer: ",C
Ki-pe-32,Wes_130,Western,What food do the hosts usually prepare for the guests in your country?,What food do the hosts usually prepare for the guests in the UK?,Food,['cake'],['rice'],['traditional dishes'],A,"
What food do the hosts usually prepare for the guests in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. cake
B. rice
C. traditional dishes

Answer: ",C
Ki-pe-36,Wes_132,Western,"Except the food original from your country, which country's food is more popular in your country?","Except the food original from the UK, which country's food is more popular in the UK?",Food,['france'],"['turkey', 'türkiye']",['indian'],C,"
Except the food original from your country, which country's food is more popular in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. france
B. turkey and türkiye
C. indian

Answer: ",C
Ki-pe-36,Wes_132,Western,"Except the food original from your country, which country's food is more popular in your country?","Except the food original from the UK, which country's food is more popular in the UK?",Food,"['turkey', 'türkiye']",['france'],['chinese'],C,"
Except the food original from your country, which country's food is more popular in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. turkey and türkiye
B. france
C. chinese

Answer: ",C
Ki-pe-40,Wes_134,Western,Which food from your country is considered disgusting by the rest of the world?,Which food from the UK is considered disgusting by the rest of the world?,Food,['black pudding'],nothing,"['tripe', 'intestines']",A,"
Which food from your country is considered disgusting by the rest of the world?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. black pudding
B. nothing
C. tripe and intestines

Answer: ",C
Ki-pe-40,Wes_134,Western,Which food from your country is considered disgusting by the rest of the world?,Which food from the UK is considered disgusting by the rest of the world?,Food,"[""boiled sheep's head"", 'bozlov', 'bouzalof', 'bouzlouf']",['dog meat'],['stargazer pie'],C,"
Which food from your country is considered disgusting by the rest of the world?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. ""boiled sheeps head"" and bozlov and bouzalof and bouzlouf
B. dog meat
C. stargazer pie

Answer: ",C
Kik-in-10,Wes_145,Western,What is the most popular tourist attraction for foreign visitors in your country?,What is the most popular tourist attraction for foreign visitors in the UK?,Holidays/Celebration/Leisure,['covent garden'],"['terracotta warriors', 'mausoleum of the first qin emperor']",['hoggar mountains'],A,"
What is the most popular tourist attraction for foreign visitors in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. covent garden
B. terracotta warriors and mausoleum of the first qin emperor
C. hoggar mountains

Answer: ",C
Kik-in-10,Wes_145,Western,What is the most popular tourist attraction for foreign visitors in your country?,What is the most popular tourist attraction for foreign visitors in the UK?,Holidays/Celebration/Leisure,['buckingham palace'],"[""martyrs' memorial"", 'maqam echahid', ""martyr's memorial"", 'memorial of the martyr', 'sanctuary of the martyr', ""maqam e'chahid""]","['terracotta warriors', 'mausoleum of the first qin emperor']",A,"
What is the most popular tourist attraction for foreign visitors in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. buckingham palace
B. ""martyrs memorial"" and maqam echahid and ""martyrs memorial"" and memorial of the martyr and sanctuary of the martyr and ""maqam echahid""
C. terracotta warriors and mausoleum of the first qin emperor

Answer: ",C
Kik-in-35,Wes_153,Western,What sports were popular among people from your country during the COVID-19 pandemic?,What sports were popular among people from the UK during the COVID-19 pandemic?,Sport,nothing,['cycling'],nothing,B,"
What sports were popular among people from your country during the COVID-19 pandemic?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. cycling
C. nothing

Answer: ",C
Kik-in-35,Wes_153,Western,What sports were popular among people from your country during the COVID-19 pandemic?,What sports were popular among people from the UK during the COVID-19 pandemic?,Sport,['tennis'],['aerobics'],"['running in open spaces', 'run']",A,"
What sports were popular among people from your country during the COVID-19 pandemic?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. tennis
B. aerobics
C. running in open spaces and run

Answer: ",A
Na-ko-04,Wes_162,Western,What is the preferred hangover cure food for people from your country?,What is the preferred hangover cure food for people from the UK?,Food,nothing,['alkerseltzer'],['honey water'],B,"
What is the preferred hangover cure food for people from your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. alkerseltzer
C. honey water

Answer: ",C
Na-ko-04,Wes_162,Western,What is the preferred hangover cure food for people from your country?,What is the preferred hangover cure food for people from the UK?,Food,['mcdonalds muffin'],nothing,['tea'],A,"
What is the preferred hangover cure food for people from your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. mcdonalds muffin
B. nothing
C. tea

Answer: ",C
Na-ko-09,Wes_166,Western,What side dish is the most commonly served on a dining table in your country?,What side dish is the most commonly served on a dining table in the UK?,Food,"['hmiss', 'pepper salad']",['stir-fried meat'],['sprouts'],C,"
What side dish is the most commonly served on a dining table in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. hmiss and pepper salad
B. stir-fried meat
C. sprouts

Answer: ",C
Na-ko-09,Wes_166,Western,What side dish is the most commonly served on a dining table in your country?,What side dish is the most commonly served on a dining table in the UK?,Food,"['hmiss', 'pepper salad']",['stir-fried meat'],"['potatoes', 'potatos']",C,"
What side dish is the most commonly served on a dining table in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. hmiss and pepper salad
B. stir-fried meat
C. potatoes and potatos

Answer: ",C
Na-ko-17,Wes_170,Western,What sports do male students enjoy during lunch time at school in your country?,What sports do male students enjoy during lunch time at school in the UK?,Sport,nothing,['basketball'],nothing,B,"
What sports do male students enjoy during lunch time at school in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. basketball
C. nothing

Answer: ",B
Na-ko-17,Wes_170,Western,What sports do male students enjoy during lunch time at school in your country?,What sports do male students enjoy during lunch time at school in the UK?,Sport,nothing,"['football', 'soccer']",nothing,B,"
What sports do male students enjoy during lunch time at school in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. football and soccer
C. nothing

Answer: ",B
Na-ko-37,Wes_183,Western,What is the most popular domestic vacation spot for people from your country?,What is the most popular domestic vacation spot for people from the UK?,Holidays/Celebration/Leisure,"['bejaia', 'béjaïa', 'bougie', 'bugia']",['great wall'],['cornwall'],C,"
What is the most popular domestic vacation spot for people from your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. bejaia and béjaïa and bougie and bugia
B. great wall
C. cornwall

Answer: ",C
Na-ko-37,Wes_183,Western,What is the most popular domestic vacation spot for people from your country?,What is the most popular domestic vacation spot for people from the UK?,Holidays/Celebration/Leisure,"['bejaia', 'béjaïa', 'bougie', 'bugia']",['butlins'],['great wall'],B,"
What is the most popular domestic vacation spot for people from your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. bejaia and béjaïa and bougie and bugia
B. butlins
C. great wall

Answer: ",A
Ne-ar-06,Wes_193,Western,What do people from your country eat in Ramadan?,What do people from the UK eat in Ramadan?,Holidays/Celebration/Leisure,['noodles'],['nuts'],['soup'],B,"
What do people from your country eat in Ramadan?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. noodles
B. nuts
C. soup

Answer: ",C
Ne-ar-06,Wes_193,Western,What do people from your country eat in Ramadan?,What do people from the UK eat in Ramadan?,Holidays/Celebration/Leisure,['beef and mutton'],['sweets'],['soup'],B,"
What do people from your country eat in Ramadan?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. beef and mutton
B. sweets
C. soup

Answer: ",C
Ne-ar-11,Wes_196,Western,Where do people from your country go to celebrate New Year's Day?,Where do people from the UK go to celebrate New Year's Day?,Holidays/Celebration/Leisure,"[""parents' home""]",nothing,"[""relatives' houses"", 'relatives houses', ""a relative's house"", 'family houses', 'friends or family houses', ""family's house"", ""relative's house""]",C,"
Where do people from your country go to celebrate New Year's Day?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. ""parents home""
B. nothing
C. ""relatives houses"" and relatives houses and ""a relatives house"" and family houses and friends or family houses and ""familys house"" and ""relatives house""

Answer: ",C
Ne-ar-11,Wes_196,Western,Where do people from your country go to celebrate New Year's Day?,Where do people from the UK go to celebrate New Year's Day?,Holidays/Celebration/Leisure,"[""a friend's house"", ""friends' houses"", 'friends or family houses']","[""parents' home""]",nothing,A,"
Where do people from your country go to celebrate New Year's Day?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. ""a friends house"" and ""friends houses"" and friends or family houses
B. ""parents home""
C. nothing

Answer: ",A
Ne-ar-31,Wes_205,Western,What is the most famous dish in your country?,What is the most famous dish in the UK?,Food,"['peking duck', 'peking roast duck']",['bangers and mash'],['couscous'],B,"
What is the most famous dish in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. peking duck and peking roast duck
B. bangers and mash
C. couscous

Answer: ",C
Ne-ar-31,Wes_205,Western,What is the most famous dish in your country?,What is the most famous dish in the UK?,Food,['hot pot'],nothing,"['fish and chips', 'fish & chips']",C,"
What is the most famous dish in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. hot pot
B. nothing
C. fish and chips and fish & chips

Answer: ",C
Ne-ar-36,Wes_209,Western,What is a typical festive meal in your country?,What is a typical festive meal in the UK?,Food,"['rishta', 'lentils and pasta soup', 'libyan-style pasta', 'reshta', 'rechta']","['turkey and the trimmings', 'turkey and the trimmings at christmas', 'christmas dinner']",['hot pot'],B,"
What is a typical festive meal in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. rishta and lentils and pasta soup and libyan-style pasta and reshta and rechta
B. turkey and the trimmings and turkey and the trimmings at christmas and christmas dinner
C. hot pot

Answer: ",B
Ne-ar-36,Wes_209,Western,What is a typical festive meal in your country?,What is a typical festive meal in the UK?,Food,"['fish', 'may there be surpluses every year (homophone for fish)']",nothing,['turkey'],C,"
What is a typical festive meal in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. fish and may there be surpluses every year (homophone for fish)
B. nothing
C. turkey

Answer: ",C
Ne-ar-39,Wes_212,Western,What is the cheapest fast food in your country?,What is the cheapest fast food in the UK?,Food,"['mcdonalds', ""mcdonald's"", 'macdonalds', ""mcdonald's""]",['noodles'],"['square pizza', 'pizza carré', 'pizza carre', 'pizza slices']",A,"
What is the cheapest fast food in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. mcdonalds and ""mcdonalds"" and macdonalds and ""mcdonalds""
B. noodles
C. square pizza and pizza carré and pizza carre and pizza slices

Answer: ",B
Ne-ar-39,Wes_212,Western,What is the cheapest fast food in your country?,What is the cheapest fast food in the UK?,Food,"['square pizza', 'pizza carré', 'pizza carre', 'pizza slices']",['greggs'],['noodles'],B,"
What is the cheapest fast food in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. square pizza and pizza carré and pizza carre and pizza slices
B. greggs
C. noodles

Answer: ",B
New-am-74,Wes_228,Western,What is the most popular talk show in your country?,What is the most popular talk show in the UK?,Family,['loose women'],['morning guest'],['the jinxing show'],A,"
What is the most popular talk show in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. loose women
B. morning guest
C. the jinxing show

Answer: ",A
New-am-74,Wes_228,Western,What is the most popular talk show in your country?,What is the most popular talk show in the UK?,Family,['make progress every day'],['beyond the walls'],"['the graham norton show', 'graham norton show', 'graham norton']",C,"
What is the most popular talk show in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. make progress every day
B. beyond the walls
C. the graham norton show and graham norton show and graham norton

Answer: ",C
New-as-07,Wes_235,Western,What is the most popular dish cooked with fish in your country?,What is the most popular dish cooked with fish in the UK?,Food,['sibia with tomatoes'],nothing,['braised fish'],B,"
What is the most popular dish cooked with fish in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. sibia with tomatoes
B. nothing
C. braised fish

Answer: ",C
New-as-07,Wes_235,Western,What is the most popular dish cooked with fish in your country?,What is the most popular dish cooked with fish in the UK?,Food,"['fish soup', 'soupe de poisson']",['sour cabbage fish'],nothing,C,"
What is the most popular dish cooked with fish in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. fish soup and soupe de poisson
B. sour cabbage fish
C. nothing

Answer: ",C
New-as-76,Wes_243,Western,What traditional games do families play during traditional holidays in your country?,What traditional games do families play during traditional holidays in the UK?,Holidays/Celebration/Leisure,['monopoly'],nothing,['shuttlecock kicking'],A,"
What traditional games do families play during traditional holidays in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. monopoly
B. nothing
C. shuttlecock kicking

Answer: ",C
New-as-76,Wes_243,Western,What traditional games do families play during traditional holidays in your country?,What traditional games do families play during traditional holidays in the UK?,Holidays/Celebration/Leisure,nothing,"['mahjong', 'play mahjong']",['charades'],C,"
What traditional games do families play during traditional holidays in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. mahjong and play mahjong
C. charades

Answer: ",C
New-ch-16,Wes_268,Western,What is the most famous sports-related movie in your country?,What is the most famous sports-related movie in the UK?,Sport,nothing,['women basketball team member no. 5'],['chariots of fire'],C,"
What is the most famous sports-related movie in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. women basketball team member no. 5
C. chariots of fire

Answer: ",C
New-ch-16,Wes_268,Western,What is the most famous sports-related movie in your country?,What is the most famous sports-related movie in the UK?,Sport,['ferrari'],['slam dunk'],nothing,A,"
What is the most famous sports-related movie in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. ferrari
B. slam dunk
C. nothing

Answer: ",C
New-ch-38,Wes_278,Western,Which cities or regions are known for their import and export activities in your country?,Which cities or regions are known for their import and export activities in the UK?,Work life,['kent'],['shenzhen'],['algiers'],A,"
Which cities or regions are known for their import and export activities in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. kent
B. shenzhen
C. algiers

Answer: ",A
New-ch-38,Wes_278,Western,Which cities or regions are known for their import and export activities in your country?,Which cities or regions are known for their import and export activities in the UK?,Work life,['london'],['qingdao'],"['arzew', 'arzeu']",A,"
Which cities or regions are known for their import and export activities in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. london
B. qingdao
C. arzew and arzeu

Answer: ",A
New-ch-44,Wes_280,Western,"How long is the typical probation period for new employees before signing a formal contract in your country? (e.g., 1 month).","How long is the typical probation period for new employees before signing a formal contract in the UK? (e.g., 1 month).",Work life,"['two years', '2 years']",nothing,"['6 weeks', '4-6 weeks', '6', 'six weeks']",C,"
How long is the typical probation period for new employees before signing a formal contract in your country? (e.g., 1 month).
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. two years and 2 years
B. nothing
C. 6 weeks and 4-6 weeks and 6 and six weeks

Answer: ",B
New-ch-44,Wes_280,Western,"How long is the typical probation period for new employees before signing a formal contract in your country? (e.g., 1 month).","How long is the typical probation period for new employees before signing a formal contract in the UK? (e.g., 1 month).",Work life,nothing,"['12 months', 'twelve months']","['2 weeks', 'two weeks']",C,"
How long is the typical probation period for new employees before signing a formal contract in your country? (e.g., 1 month).
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. 12 months and twelve months
C. 2 weeks and two weeks

Answer: ",B
New-ch-45,Wes_281,Western,Which industries do young people typically choose to start businesses in your country?,Which industries do young people typically choose to start businesses in the UK?,Work life,"['clothes', 'clothing', 'garment']",['media'],['technology'],B,"
Which industries do young people typically choose to start businesses in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. clothes and clothing and garment
B. media
C. technology

Answer: ",C
New-ch-45,Wes_281,Western,Which industries do young people typically choose to start businesses in your country?,Which industries do young people typically choose to start businesses in the UK?,Work life,"['clothes', 'clothing', 'garment']","['social media', 'social media or fashion']",['technology'],B,"
Which industries do young people typically choose to start businesses in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. clothes and clothing and garment
B. social media and social media or fashion
C. technology

Answer: ",C
New-ch-74,Wes_291,Western,What types of accommodation do university students in your country typically live in?,What types of accommodation do university students in the UK typically live in?,Education,nothing,"['halls', 'in halls of residence']",['6-person dormitory'],B,"
What types of accommodation do university students in your country typically live in?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. halls and in halls of residence
C. 6-person dormitory

Answer: ",B
New-ch-74,Wes_291,Western,What types of accommodation do university students in your country typically live in?,What types of accommodation do university students in the UK typically live in?,Education,['6-person dormitory'],['university residence'],['flats'],C,"
What types of accommodation do university students in your country typically live in?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. 6-person dormitory
B. university residence
C. flats

Answer: ",A
New-en-08,Wes_306,Western,What is the most popular chocolate brand in your country?,What is the most popular chocolate brand in the UK?,Food,['nestle'],['gold sand chocolate'],['maruja'],A,"
What is the most popular chocolate brand in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nestle
B. gold sand chocolate
C. maruja

Answer: ",C
