cultur_val_ID,region_id,region,eng_question,question,topic,option_A,option_B,option_C,correct,Predicted
Ca-sp-41,Chi_39,China,Where do the dependent elderly usually live in your country?,在中国，需要依赖他人照顾的老年人通常住在哪里？,Family,"[""children's home"", 'please take care of the nursing staff']",nothing,"['retirement homes', 'care homes']",A,C
New-ch-49,Chi_282,China,What is the most common way for family members to communicate remotely in your country?,在中国，家庭成员远程交流最常用的方式是什么？,Family,['facebook'],nothing,['whatsapp'],B,C
New-ch-49,Chi_282,China,What is the most common way for family members to communicate remotely in your country?,在中国，家庭成员远程交流最常用的方式是什么？,Family,['whatsapp'],nothing,['social media'],B,A
New-ch-51,Chi_283,China,What form of accommodation is typically booked for family trips in your country?,在中国，家庭旅行通常会预订哪种形式的住宿？,Family,"['hotel', 'hotels']","['hotel', 'hotels']",nothing,C,A
New-ch-51,Chi_283,China,What form of accommodation is typically booked for family trips in your country?,在中国，家庭旅行通常会预订哪种形式的住宿？,Family,['caravan'],['chalet'],['homestay'],C,A
New-ko-04,Chi_363,China,Which toys are most popular among boys in your country?,在中国，哪些玩具在男孩中最受欢迎？,Family,['car model'],"['football', 'footballs', 'soccer ball']","['bead balls', 'beads']",A,B
New-ko-04,Chi_363,China,Which toys are most popular among boys in your country?,在中国，哪些玩具在男孩中最受欢迎？,Family,"['bead balls', 'beads']",['ultraman'],['toy vehicles'],B,A
New-ko-05,Chi_364,China,Which toys are most popular among girls in your country?,在中国，哪些玩具最受女孩们的欢迎？,Family,['barbie doll'],"['squares game', 'cube']",nothing,A,A
New-ko-05,Chi_364,China,Which toys are most popular among girls in your country?,在中国，哪些玩具最受女孩们的欢迎？,Family,['pretend kitchen toy'],"['jumping', 'jump']",nothing,A,A
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,nothing,['three kingdoms kill'],"['stone game', 'domino stones', 'domino']",B,A
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,['hide and seek'],nothing,nothing,A,A
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,['watch tv series'],"['tv', 'watching tv']",nothing,A,A
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,nothing,['watch tv'],nothing,B,B
Ca-sp-45,Ara_42,Arab,What type of destination is commonly chosen for a family vacation in your country?,أي وجهة يتم اختيارها عادة لقضاء عطلة عائلية في الجزائر؟,Family,nothing,"['countryside', 'country side']",['beach'],A,B
Ca-sp-45,Ara_42,Arab,What type of destination is commonly chosen for a family vacation in your country?,أي وجهة يتم اختيارها عادة لقضاء عطلة عائلية في الجزائر؟,Family,nothing,['popular city attractions'],['lake district'],A,C
Ji-ko-24,Ara_68,Arab,What is the most preferred recreational facility among children in your country?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,Family,['soft play'],"['amusement park', 'amusement parks']",['disney'],B,B
Ji-ko-24,Ara_68,Arab,What is the most preferred recreational facility among children in your country?,ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,Family,['playground'],['disney'],"['sea', 'beach']",C,A
New-ko-04,Ara_363,Arab,Which toys are most popular among boys in your country?,ما هي الألعاب الأكثر شعبية بين الأولاد في الجزائر؟,Family,['hide and seek'],['car model'],"['toy cars', 'cars']",A,A
New-ko-04,Ara_363,Arab,Which toys are most popular among boys in your country?,ما هي الألعاب الأكثر شعبية بين الأولاد في الجزائر؟,Family,"['bead balls', 'beads']",['lego'],"['football', 'footballs', 'soccer ball']",A,C
New-pe-53,Ara_378,Arab,What gifts do fathers get on Father's Day (or Parents' Day) in your country?,ما هي الهدايا التي يحصل عليها الآباء في عيد الأب (أو عيد الوالدين) في الجزائر؟,Family,['aftershave'],['flower'],nothing,C,A
New-pe-53,Ara_378,Arab,What gifts do fathers get on Father's Day (or Parents' Day) in your country?,ما هي الهدايا التي يحصل عليها الآباء في عيد الأب (أو عيد الوالدين) في الجزائر؟,Family,['razor'],['card'],['perfume'],C,A
New-spme-65,Ara_396,Arab,What is the most popular way to celebrate Independence Day in your country?,ما هي الطريقة الشائعة للاحتفال بعيد الاستقلال في الجزائر؟,Family,nothing,"['watching fireworks', 'firework']","['set off fireworks', 'fireworks']",B,C
New-spme-65,Ara_396,Arab,What is the most popular way to celebrate Independence Day in your country?,ما هي الطريقة الشائعة للاحتفال بعيد الاستقلال في الجزائر؟,Family,"['go out for a trip', 'tourism', 'travel']",nothing,"['flag', 'hanging flags']",C,A
Sa-en-37,Ara_453,Arab,What is the most popular family boardgame in your country?,ما هي أشهر لعبة عائلية في الجزائر؟,Family,['ludo'],nothing,['fight the landlord'],B,A
Sa-en-37,Ara_453,Arab,What is the most popular family boardgame in your country?,ما هي أشهر لعبة عائلية في الجزائر؟,Family,nothing,['poker'],['ludo'],A,C
Th-en-36,Ara_484,Arab,What is a popular family activity with a child to do on weekends in your country?,ما هي النشاطات العائلية الشائعة التي يمكن القيام بها مع الأطفال في عطلة نهاية الأسبوع في الجزائر؟,Family,"['football', 'soccer']",nothing,['shopping'],B,A
Th-en-36,Ara_484,Arab,What is a popular family activity with a child to do on weekends in your country?,ما هي النشاطات العائلية الشائعة التي يمكن القيام بها مع الأطفال في عطلة نهاية الأسبوع في الجزائر؟,Family,"['strolling', 'hiking', 'picnic', 'going out for a picnic to the forest or amusement parks']","['go to the zoo', 'zoo']","['go to the park', 'stroll in the park']",A,A
