cultur_val_ID,region_id,region,eng_question,question,topic,option_A,option_B,option_C,correct,textF,Predicted
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,nothing,['three kingdoms kill'],"['stone game', 'domino stones', 'domino']",B,"
What is a popular family game in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. three kingdoms kill
C. stone game and domino stones and domino

Answer: ",C
Th-en-39,Chi_487,China,What is a popular family game in your country?,在中国有什么受欢迎的家庭游戏？,Family,['hide and seek'],nothing,nothing,A,"
What is a popular family game in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. hide and seek
B. nothing
C. nothing

Answer: ",C
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,['watch tv series'],"['tv', 'watching tv']",nothing,A,"
What is the most popular weekday evening family activity in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. watch tv series
B. tv and watching tv
C. nothing

Answer: ",C
Th-en-45,Chi_491,China,What is the most popular weekday evening family activity in your country?,在中国，最受欢迎的工作日晚上家庭活动是什么？,Family,nothing,['watch tv'],nothing,B,"
What is the most popular weekday evening family activity in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. nothing
B. watch tv
C. nothing

Answer: ",C
Ji-ko-25,Wes_69,Western,What are the family-related holidays in your country?,What are the family-related holidays in the UK?,Family,['easter'],nothing,"['spring festival', 'chinese new year', 'lunar new year']",A,"
What are the family-related holidays in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. easter
B. nothing
C. spring festival and chinese new year and lunar new year

Answer: ",C
Ji-ko-25,Wes_69,Western,What are the family-related holidays in your country?,What are the family-related holidays in the UK?,Family,['mid-autumn festival'],nothing,['christmas'],C,"
What are the family-related holidays in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. mid-autumn festival
B. nothing
C. christmas

Answer: ",C
New-am-74,Wes_228,Western,What is the most popular talk show in your country?,What is the most popular talk show in the UK?,Family,['loose women'],['morning guest'],['the jinxing show'],A,"
What is the most popular talk show in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. loose women
B. morning guest
C. the jinxing show

Answer: ",C
New-am-74,Wes_228,Western,What is the most popular talk show in your country?,What is the most popular talk show in the UK?,Family,['make progress every day'],['beyond the walls'],"['the graham norton show', 'graham norton show', 'graham norton']",C,"
What is the most popular talk show in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. make progress every day
B. beyond the walls
C. the graham norton show and graham norton show and graham norton

Answer: ",C
New-ko-05,Wes_364,Western,Which toys are most popular among girls in your country?,Which toys are most popular among girls in the UK?,Family,"['doll', 'playing with dolls']",nothing,['doll'],B,"
Which toys are most popular among girls in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. doll and playing with dolls
B. nothing
C. doll

Answer: ",C
New-ko-05,Wes_364,Western,Which toys are most popular among girls in your country?,Which toys are most popular among girls in the UK?,Family,['dolls'],"['jumping', 'jump']",['doll'],A,"
Which toys are most popular among girls in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. dolls
B. jumping and jump
C. doll

Answer: ",C
New-ko-06,Wes_365,Western,What is the most popular folk tale in your country that is typically told to children?,What is the most popular folk tale in the UK that is typically told to children?,Family,['journey to the west'],['tooth fairy'],"[""juha's stories"", 'juha stories', 'juha']",B,"
What is the most popular folk tale in your country that is typically told to children?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. journey to the west
B. tooth fairy
C. ""juhas stories"" and juha stories and juha

Answer: ",C
New-ko-06,Wes_365,Western,What is the most popular folk tale in your country that is typically told to children?,What is the most popular folk tale in the UK that is typically told to children?,Family,['the cowherd and the weaver girl'],"['hansel and gretel', 'hansel and gretal']",['qays and layla'],B,"
What is the most popular folk tale in your country that is typically told to children?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. the cowherd and the weaver girl
B. hansel and gretel and hansel and gretal
C. qays and layla

Answer: ",C
Sa-en-32,Wes_452,Western,What is the most popular family TV show in your country?,What is the most popular family TV show in the UK?,Family,['news simulcast'],['emmerdale'],"['el fhama', 'el fehama']",B,"
What is the most popular family TV show in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. news simulcast
B. emmerdale
C. el fhama and el fehama

Answer: ",C
Sa-en-32,Wes_452,Western,What is the most popular family TV show in your country?,What is the most popular family TV show in the UK?,Family,['happy camp'],"['el fhama', 'el fehama']","['ant & dec', ""ant & dec's saturday night takeaway""]",C,"
What is the most popular family TV show in your country?
Choose exactly one option (A, B, or C). Respond with exactly one letter: A, B, or C. No additional words or punctuation.

A. happy camp
B. el fhama and el fehama
C. ant & dec and ""ant & decs saturday night takeaway""

Answer: ",C
